2020-12-09 22:46:44,069 [INFO ]  maqp(evaluate_cardinalities: database_name=None, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-09 22:46:44,544 [DEBUG]  Including SPN with table_set {'movie_info', 'title', 'movie_companies'} with sampling ratio(1000000 / 67371414)
2020-12-09 22:46:44,545 [DEBUG]  Including SPN with table_set {'title', 'movie_info_idx', 'movie_companies'} with sampling ratio(1000000 / 4073078)
2020-12-09 22:46:44,545 [DEBUG]  Including SPN with table_set {'title', 'movie_companies'} with sampling ratio(4050205 / 2609129)
2020-12-09 22:46:44,545 [DEBUG]  Including SPN with table_set {'title', 'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-09 22:46:44,545 [DEBUG]  Including SPN with table_set {'movie_info', 'title'} with sampling ratio(10000000 / 14835720)
2020-12-09 22:46:44,545 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-09 22:46:44,545 [DEBUG]  Including SPN with table_set {'movie_info_idx'} with sampling ratio(1380035 / 1380035)
2020-12-09 22:46:44,545 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-09 22:46:44,564 [DEBUG]  		Latency: 11.50ms
2020-12-09 22:46:44,564 [DEBUG]  		True: 715
2020-12-09 22:46:44,564 [DEBUG]  		Predicted: 1532.777274179234
2020-12-09 22:46:44,565 [DEBUG]  Q-Error was: 2.143744439411516
2020-12-09 22:46:44,565 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005.0 AND t.production_year<2010;
2020-12-09 22:46:44,584 [DEBUG]  		Latency: 12.85ms
2020-12-09 22:46:44,585 [DEBUG]  		True: 9
2020-12-09 22:46:44,585 [DEBUG]  		Predicted: 3.724107793828566
2020-12-09 22:46:44,585 [DEBUG]  Q-Error was: 2.41668622345315
2020-12-09 22:46:44,585 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;
2020-12-09 22:46:44,604 [DEBUG]  		Latency: 12.30ms
2020-12-09 22:46:44,604 [DEBUG]  		True: 47
2020-12-09 22:46:44,604 [DEBUG]  		Predicted: 137.62498752169859
2020-12-09 22:46:44,604 [DEBUG]  Q-Error was: 2.9281912238659276
2020-12-09 22:46:44,604 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2000;
2020-12-09 22:46:44,623 [DEBUG]  		Latency: 12.32ms
2020-12-09 22:46:44,623 [DEBUG]  		True: 16
2020-12-09 22:46:44,623 [DEBUG]  		Predicted: 10.21723544802766
2020-12-09 22:46:44,623 [DEBUG]  Q-Error was: 1.5659813343235276
2020-12-09 22:46:44,623 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id=117;
2020-12-09 22:46:44,635 [DEBUG]  		Latency: 6.35ms
2020-12-09 22:46:44,636 [DEBUG]  		True: 148552
2020-12-09 22:46:44,636 [DEBUG]  		Predicted: 41074.14567832492
2020-12-09 22:46:44,636 [DEBUG]  Q-Error was: 3.616678997133513
2020-12-09 22:46:44,636 [DEBUG]  Predicting cardinality for query 5: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2005;
2020-12-09 22:46:44,646 [DEBUG]  		Latency: 3.94ms
2020-12-09 22:46:44,646 [DEBUG]  		True: 62682311
2020-12-09 22:46:44,646 [DEBUG]  		Predicted: 62339845.775364585
2020-12-09 22:46:44,646 [DEBUG]  Q-Error was: 1.0054935205625861
2020-12-09 22:46:44,646 [DEBUG]  Predicting cardinality for query 6: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2010;
2020-12-09 22:46:44,655 [DEBUG]  		Latency: 3.25ms
2020-12-09 22:46:44,655 [DEBUG]  		True: 11990578
2020-12-09 22:46:44,655 [DEBUG]  		Predicted: 15805133.095790416
2020-12-09 22:46:44,655 [DEBUG]  Q-Error was: 1.3181293758975101
2020-12-09 22:46:44,655 [DEBUG]  Predicting cardinality for query 7: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>1990;
2020-12-09 22:46:44,665 [DEBUG]  		Latency: 3.29ms
2020-12-09 22:46:44,665 [DEBUG]  		True: 157041640
2020-12-09 22:46:44,665 [DEBUG]  		Predicted: 158374074.0773966
2020-12-09 22:46:44,665 [DEBUG]  Q-Error was: 1.0084845909492324
2020-12-09 22:46:44,665 [DEBUG]  Predicting cardinality for query 8: SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>2005 AND mi_idx.info_type_id=101;
2020-12-09 22:46:44,686 [DEBUG]  		Latency: 15.05ms
2020-12-09 22:46:44,686 [DEBUG]  		True: 850677
2020-12-09 22:46:44,686 [DEBUG]  		Predicted: 787575.0755597674
2020-12-09 22:46:44,686 [DEBUG]  Q-Error was: 1.0801217895263928
2020-12-09 22:46:44,687 [DEBUG]  Predicting cardinality for query 9: SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>2010 AND mi_idx.info_type_id=101;
2020-12-09 22:46:44,708 [DEBUG]  		Latency: 14.84ms
2020-12-09 22:46:44,708 [DEBUG]  		True: 179616
