2020-12-01 17:27:26,877 [INFO ]  maqp(evaluate_cardinalities: database_name=None, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-01 17:27:27,239 [DEBUG]  Including SPN with table_set {'movie_info_idx', 'movie_companies', 'title'} with sampling ratio(1000000 / 4073078)
2020-12-01 17:27:27,239 [DEBUG]  Including SPN with table_set {'movie_info', 'movie_companies', 'title'} with sampling ratio(1000000 / 67371414)
2020-12-01 17:27:27,239 [DEBUG]  Including SPN with table_set {'movie_info', 'title'} with sampling ratio(10000000 / 14835720)
2020-12-01 17:27:27,239 [DEBUG]  Including SPN with table_set {'movie_info_idx', 'title'} with sampling ratio(3448422 / 1380035)
2020-12-01 17:27:27,239 [DEBUG]  Including SPN with table_set {'movie_companies', 'title'} with sampling ratio(4050205 / 2609129)
2020-12-01 17:27:27,239 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-01 17:27:27,239 [DEBUG]  Including SPN with table_set {'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-01 17:27:27,240 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-01 17:27:27,253 [DEBUG]  		Latency: 8.33ms
2020-12-01 17:27:27,253 [DEBUG]  		True: 715
2020-12-01 17:27:27,253 [DEBUG]  		Predicted: 1510.626819802195
2020-12-01 17:27:27,253 [DEBUG]  Q-Error was: 2.112764782940133
2020-12-01 17:27:27,253 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2010;
2020-12-01 17:27:27,267 [DEBUG]  		Latency: 9.17ms
2020-12-01 17:27:27,267 [DEBUG]  		True: 9
2020-12-01 17:27:27,267 [DEBUG]  		Predicted: 6.539068922871933
2020-12-01 17:27:27,267 [DEBUG]  Q-Error was: 1.376342734134577
2020-12-01 17:27:27,267 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;
2020-12-01 17:27:27,280 [DEBUG]  		Latency: 8.86ms
2020-12-01 17:27:27,280 [DEBUG]  		True: 47
2020-12-01 17:27:27,280 [DEBUG]  		Predicted: 130.81202431474986
2020-12-01 17:27:27,280 [DEBUG]  Q-Error was: 2.783234559888295
2020-12-01 17:27:27,280 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2000;
2020-12-01 17:27:27,293 [DEBUG]  		Latency: 8.89ms
2020-12-01 17:27:27,293 [DEBUG]  		True: 16
2020-12-01 17:27:27,293 [DEBUG]  		Predicted: 17.465478877451062
2020-12-01 17:27:27,293 [DEBUG]  Q-Error was: 1.0915924298406914
2020-12-01 17:27:27,293 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id=117;
2020-12-01 17:27:27,302 [DEBUG]  		Latency: 5.34ms
2020-12-01 17:27:27,302 [DEBUG]  		True: 148552
2020-12-01 17:27:27,302 [DEBUG]  		Predicted: 40926.50600868898
2020-12-01 17:27:27,302 [DEBUG]  Q-Error was: 3.6297259279465828
2020-12-01 17:27:27,302 [DEBUG]  Predicting cardinality for query 5: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2005;
2020-12-01 17:27:27,308 [DEBUG]  		Latency: 2.65ms
2020-12-01 17:27:27,308 [DEBUG]  		True: 62682311
2020-12-01 17:27:27,308 [DEBUG]  		Predicted: 62184420.99763888
2020-12-01 17:27:27,309 [DEBUG]  Q-Error was: 1.008006667817652
2020-12-01 17:27:27,309 [DEBUG]  Predicting cardinality for query 6: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2010;
2020-12-01 17:27:27,314 [DEBUG]  		Latency: 2.21ms
2020-12-01 17:27:27,314 [DEBUG]  		True: 11990578
2020-12-01 17:27:27,314 [DEBUG]  		Predicted: 15696926.905328011
2020-12-01 17:27:27,314 [DEBUG]  Q-Error was: 1.3091051078044786
2020-12-01 17:27:27,315 [DEBUG]  Predicting cardinality for query 7: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>1990;
2020-12-01 17:27:27,321 [DEBUG]  		Latency: 2.36ms
2020-12-01 17:27:27,321 [DEBUG]  		True: 157041640
2020-12-01 17:27:27,321 [DEBUG]  		Predicted: 158044809.63374412
2020-12-01 17:27:27,321 [DEBUG]  Q-Error was: 1.0063879212783573
