2020-12-10 20:52:23,476 [INFO ]  maqp(evaluate_cardinalities: database_name=imdb, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-10 20:52:23,870 [DEBUG]  Including SPN with table_set {'title', 'movie_companies', 'movie_info'} with sampling ratio(1000000 / 67371414)
2020-12-10 20:52:23,871 [DEBUG]  Including SPN with table_set {'title', 'movie_companies', 'movie_info_idx'} with sampling ratio(1000000 / 4073078)
2020-12-10 20:52:23,871 [DEBUG]  Including SPN with table_set {'title', 'movie_companies'} with sampling ratio(4050205 / 2609129)
2020-12-10 20:52:23,871 [DEBUG]  Including SPN with table_set {'title', 'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-10 20:52:23,871 [DEBUG]  Including SPN with table_set {'title', 'movie_info'} with sampling ratio(10000000 / 14835720)
2020-12-10 20:52:23,871 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-10 20:52:23,871 [DEBUG]  Including SPN with table_set {'movie_info_idx'} with sampling ratio(1380035 / 1380035)
2020-12-10 20:52:23,871 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-10 20:52:23,887 [DEBUG]  		Latency: 9.20ms
2020-12-10 20:52:23,887 [DEBUG]  		True: 715
2020-12-10 20:52:23,887 [DEBUG]  		Predicted: 1532.777274179234
2020-12-10 20:52:23,887 [DEBUG]  Q-Error was: 2.143744439411516
2020-12-10 20:52:23,887 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2010;
2020-12-10 20:52:23,903 [DEBUG]  		Latency: 10.17ms
2020-12-10 20:52:23,903 [DEBUG]  		True: 9
2020-12-10 20:52:23,903 [DEBUG]  		Predicted: 3.724107793828566
2020-12-10 20:52:23,903 [DEBUG]  Q-Error was: 2.41668622345315
2020-12-10 20:52:23,903 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;
2020-12-10 20:52:23,919 [DEBUG]  		Latency: 10.35ms
2020-12-10 20:52:23,919 [DEBUG]  		True: 47
2020-12-10 20:52:23,919 [DEBUG]  		Predicted: 137.62498752169859
2020-12-10 20:52:23,919 [DEBUG]  Q-Error was: 2.9281912238659276
2020-12-10 20:52:23,919 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2000;
2020-12-10 20:52:23,934 [DEBUG]  		Latency: 9.72ms
2020-12-10 20:52:23,934 [DEBUG]  		True: 16
2020-12-10 20:52:23,934 [DEBUG]  		Predicted: 10.21723544802766
2020-12-10 20:52:23,934 [DEBUG]  Q-Error was: 1.5659813343235276
2020-12-10 20:52:23,934 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id=117;
2020-12-10 20:52:23,944 [DEBUG]  		Latency: 5.24ms
2020-12-10 20:52:23,944 [DEBUG]  		True: 148552
2020-12-10 20:52:23,944 [DEBUG]  		Predicted: 41074.14567832492
2020-12-10 20:52:23,944 [DEBUG]  Q-Error was: 3.616678997133513
2020-12-10 20:52:23,944 [DEBUG]  Predicting cardinality for query 5: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2005;
2020-12-10 20:52:23,952 [DEBUG]  		Latency: 3.18ms
2020-12-10 20:52:23,952 [DEBUG]  		True: 62682311
2020-12-10 20:52:23,952 [DEBUG]  		Predicted: 62339845.775364585
2020-12-10 20:52:23,952 [DEBUG]  Q-Error was: 1.0054935205625861
2020-12-10 20:52:23,952 [DEBUG]  Predicting cardinality for query 6: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2010;
2020-12-10 20:52:23,959 [DEBUG]  		Latency: 2.59ms
2020-12-10 20:52:23,960 [DEBUG]  		True: 11990578
2020-12-10 20:52:23,960 [DEBUG]  		Predicted: 15805133.095790416
2020-12-10 20:52:23,960 [DEBUG]  Q-Error was: 1.3181293758975101
2020-12-10 20:52:23,960 [DEBUG]  Predicting cardinality for query 7: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>1990;
2020-12-10 20:52:23,967 [DEBUG]  		Latency: 2.61ms
2020-12-10 20:52:23,967 [DEBUG]  		True: 157041640
