2020-12-01 17:31:52,434 [INFO ]  maqp(evaluate_cardinalities: database_name=None, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-01 17:31:52,796 [DEBUG]  Including SPN with table_set {'movie_info_idx', 'movie_companies', 'title'} with sampling ratio(1000000 / 4073078)
2020-12-01 17:31:52,796 [DEBUG]  Including SPN with table_set {'movie_companies', 'movie_info', 'title'} with sampling ratio(1000000 / 67371414)
2020-12-01 17:31:52,796 [DEBUG]  Including SPN with table_set {'movie_info', 'title'} with sampling ratio(10000000 / 14835720)
2020-12-01 17:31:52,797 [DEBUG]  Including SPN with table_set {'movie_info_idx', 'title'} with sampling ratio(3448422 / 1380035)
2020-12-01 17:31:52,797 [DEBUG]  Including SPN with table_set {'movie_companies', 'title'} with sampling ratio(4050205 / 2609129)
2020-12-01 17:31:52,797 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-01 17:31:52,797 [DEBUG]  Including SPN with table_set {'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-01 17:31:52,797 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-01 17:31:52,812 [DEBUG]  		Latency: 9.49ms
2020-12-01 17:31:52,812 [DEBUG]  		True: 715
2020-12-01 17:31:52,812 [DEBUG]  		Predicted: 1510.626819802195
2020-12-01 17:31:52,812 [DEBUG]  Q-Error was: 2.112764782940133
2020-12-01 17:31:52,812 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2010;
2020-12-01 17:31:52,827 [DEBUG]  		Latency: 10.29ms
2020-12-01 17:31:52,827 [DEBUG]  		True: 9
2020-12-01 17:31:52,828 [DEBUG]  		Predicted: 6.539068922871933
2020-12-01 17:31:52,828 [DEBUG]  Q-Error was: 1.376342734134577
2020-12-01 17:31:52,828 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;
2020-12-01 17:31:52,843 [DEBUG]  		Latency: 10.77ms
2020-12-01 17:31:52,843 [DEBUG]  		True: 47
2020-12-01 17:31:52,843 [DEBUG]  		Predicted: 130.81202431474986
2020-12-01 17:31:52,843 [DEBUG]  Q-Error was: 2.783234559888295
