2020-12-01 17:36:23,020 [INFO ]  maqp(evaluate_cardinalities: database_name=None, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-01 17:36:23,404 [DEBUG]  Including SPN with table_set {'movie_companies', 'movie_info_idx', 'title'} with sampling ratio(1000000 / 4073078)
2020-12-01 17:36:23,404 [DEBUG]  Including SPN with table_set {'movie_companies', 'title', 'movie_info'} with sampling ratio(1000000 / 67371414)
2020-12-01 17:36:23,404 [DEBUG]  Including SPN with table_set {'title', 'movie_info'} with sampling ratio(10000000 / 14835720)
2020-12-01 17:36:23,405 [DEBUG]  Including SPN with table_set {'movie_info_idx', 'title'} with sampling ratio(3448422 / 1380035)
2020-12-01 17:36:23,405 [DEBUG]  Including SPN with table_set {'movie_companies', 'title'} with sampling ratio(4050205 / 2609129)
2020-12-01 17:36:23,405 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-01 17:36:23,405 [DEBUG]  Including SPN with table_set {'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-01 17:36:23,405 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-01 17:36:23,420 [DEBUG]  		Latency: 9.72ms
2020-12-01 17:36:23,420 [DEBUG]  		True: 715
2020-12-01 17:36:23,420 [DEBUG]  		Predicted: 1510.626819802195
2020-12-01 17:36:23,421 [DEBUG]  Q-Error was: 2.112764782940133
2020-12-01 17:36:23,421 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2010;
2020-12-01 17:36:23,437 [DEBUG]  		Latency: 11.36ms
2020-12-01 17:36:23,437 [DEBUG]  		True: 9
2020-12-01 17:36:23,437 [DEBUG]  		Predicted: 6.539068922871933
2020-12-01 17:36:23,437 [DEBUG]  Q-Error was: 1.376342734134577
2020-12-01 17:36:23,437 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;
2020-12-01 17:36:23,453 [DEBUG]  		Latency: 10.59ms
2020-12-01 17:36:23,453 [DEBUG]  		True: 47
2020-12-01 17:36:23,453 [DEBUG]  		Predicted: 130.81202431474986
2020-12-01 17:36:23,453 [DEBUG]  Q-Error was: 2.783234559888295
2020-12-01 17:36:23,453 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2000;
2020-12-01 17:36:23,469 [DEBUG]  		Latency: 10.35ms
2020-12-01 17:36:23,469 [DEBUG]  		True: 16
2020-12-01 17:36:23,469 [DEBUG]  		Predicted: 17.465478877451062
2020-12-01 17:36:23,469 [DEBUG]  Q-Error was: 1.0915924298406914
2020-12-01 17:36:23,469 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id=117;
2020-12-01 17:36:23,479 [DEBUG]  		Latency: 5.98ms
2020-12-01 17:36:23,479 [DEBUG]  		True: 148552
2020-12-01 17:36:23,479 [DEBUG]  		Predicted: 40926.50600868898
2020-12-01 17:36:23,479 [DEBUG]  Q-Error was: 3.6297259279465828
2020-12-01 17:36:23,479 [DEBUG]  Predicting cardinality for query 5: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2005;
2020-12-01 17:36:23,486 [DEBUG]  		Latency: 2.97ms
2020-12-01 17:36:23,486 [DEBUG]  		True: 62682311
2020-12-01 17:36:23,487 [DEBUG]  		Predicted: 62184420.99763888
2020-12-01 17:36:23,487 [DEBUG]  Q-Error was: 1.008006667817652
2020-12-01 17:36:23,487 [DEBUG]  Predicting cardinality for query 6: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2010;
2020-12-01 17:36:23,493 [DEBUG]  		Latency: 2.60ms
2020-12-01 17:36:23,494 [DEBUG]  		True: 11990578
2020-12-01 17:36:23,494 [DEBUG]  		Predicted: 15696926.905328011
2020-12-01 17:36:23,494 [DEBUG]  Q-Error was: 1.3091051078044786
2020-12-01 17:36:23,494 [DEBUG]  Predicting cardinality for query 7: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>1990;
2020-12-01 17:36:23,500 [DEBUG]  		Latency: 2.21ms
2020-12-01 17:36:23,500 [DEBUG]  		True: 157041640
2020-12-01 17:36:23,500 [DEBUG]  		Predicted: 158044809.63374412
2020-12-01 17:36:23,500 [DEBUG]  Q-Error was: 1.0063879212783573
2020-12-01 17:36:23,500 [DEBUG]  Predicting cardinality for query 8: SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>2005 AND mi_idx.info_type_id=101;
2020-12-01 17:36:23,511 [DEBUG]  		Latency: 5.83ms
2020-12-01 17:36:23,511 [DEBUG]  		True: 850677
2020-12-01 17:36:23,511 [DEBUG]  		Predicted: 333575.72292903496
2020-12-01 17:36:23,511 [DEBUG]  Q-Error was: 2.5501765911812875
2020-12-01 17:36:23,511 [DEBUG]  Predicting cardinality for query 9: SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>2010 AND mi_idx.info_type_id=101;
2020-12-01 17:36:23,521 [DEBUG]  		Latency: 5.36ms
2020-12-01 17:36:23,521 [DEBUG]  		True: 179616
2020-12-01 17:36:23,521 [DEBUG]  		Predicted: 104369.09577226732
2020-12-01 17:36:23,521 [DEBUG]  Q-Error was: 1.7209692071292917
2020-12-01 17:36:23,521 [DEBUG]  Predicting cardinality for query 10: SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>1990 AND mi_idx.info_type_id=101;
2020-12-01 17:36:23,531 [DEBUG]  		Latency: 5.55ms
2020-12-01 17:36:23,531 [DEBUG]  		True: 2031666
2020-12-01 17:36:23,531 [DEBUG]  		Predicted: 739439.6417391506
2020-12-01 17:36:23,531 [DEBUG]  Q-Error was: 2.7475751708706784
2020-12-01 17:36:23,531 [DEBUG]  Predicting cardinality for query 11: SELECT COUNT(*) FROM title t,movie_info mi,movie_companies mc WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND t.production_year>2005 AND mc.company_type_id=2;
2020-12-01 17:36:23,539 [DEBUG]  		Latency: 3.06ms
2020-12-01 17:36:23,539 [DEBUG]  		True: 6333736
2020-12-01 17:36:23,539 [DEBUG]  		Predicted: 6153008.180278151
2020-12-01 17:36:23,539 [DEBUG]  Q-Error was: 1.0293722703475552
2020-12-01 17:36:23,539 [DEBUG]  Predicting cardinality for query 12: SELECT COUNT(*) FROM title t,movie_info mi,movie_companies mc WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND t.production_year>2010 AND mc.company_type_id=2;
2020-12-01 17:36:23,546 [DEBUG]  		Latency: 2.87ms
2020-12-01 17:36:23,546 [DEBUG]  		True: 1931628
2020-12-01 17:36:23,546 [DEBUG]  		Predicted: 1816960.2268809683
2020-12-01 17:36:23,546 [DEBUG]  Q-Error was: 1.063109677043329
2020-12-01 17:36:23,547 [DEBUG]  Predicting cardinality for query 13: SELECT COUNT(*) FROM title t,movie_info mi,movie_companies mc WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND t.production_year>1990 AND mc.company_type_id=2;
2020-12-01 17:36:23,554 [DEBUG]  		Latency: 2.97ms
2020-12-01 17:36:23,554 [DEBUG]  		True: 12738520
2020-12-01 17:36:23,554 [DEBUG]  		Predicted: 12472384.341720538
2020-12-01 17:36:23,554 [DEBUG]  Q-Error was: 1.0213379936817075
2020-12-01 17:36:23,554 [DEBUG]  Predicting cardinality for query 14: SELECT COUNT(*) FROM movie_keyword mk,title t,cast_info ci WHERE t.id=mk.movie_id AND t.id=ci.movie_id AND t.production_year>2010 AND mk.keyword_id=8200;
2020-12-01 17:36:23,565 [DEBUG]  		Latency: 6.75ms
2020-12-01 17:36:23,565 [DEBUG]  		True: 1224
2020-12-01 17:36:23,565 [DEBUG]  		Predicted: 56.27365030591539
2020-12-01 17:36:23,565 [DEBUG]  Q-Error was: 21.750854855622105
