2020-12-02 13:25:56,412 [INFO ]  maqp(evaluate_cardinalities: database_name=None, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-02 13:25:56,771 [DEBUG]  Including SPN with table_set {'title', 'movie_info_idx', 'movie_companies'} with sampling ratio(1000000 / 4073078)
2020-12-02 13:25:56,771 [DEBUG]  Including SPN with table_set {'movie_info', 'title', 'movie_companies'} with sampling ratio(1000000 / 67371414)
2020-12-02 13:25:56,771 [DEBUG]  Including SPN with table_set {'movie_info', 'title'} with sampling ratio(10000000 / 14835720)
2020-12-02 13:25:56,772 [DEBUG]  Including SPN with table_set {'title', 'movie_info_idx'} with sampling ratio(3448422 / 1380035)
2020-12-02 13:25:56,772 [DEBUG]  Including SPN with table_set {'title', 'movie_companies'} with sampling ratio(4050205 / 2609129)
2020-12-02 13:25:56,772 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-02 13:25:56,772 [DEBUG]  Including SPN with table_set {'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-02 13:25:56,772 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-02 13:25:56,786 [DEBUG]  		Latency: 8.95ms
2020-12-02 13:25:56,786 [DEBUG]  		True: 715
2020-12-02 13:25:56,786 [DEBUG]  		Predicted: 1510.626819802195
2020-12-02 13:25:56,786 [DEBUG]  Q-Error was: 2.112764782940133
2020-12-02 13:25:56,786 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2010;
2020-12-02 13:25:56,800 [DEBUG]  		Latency: 9.83ms
2020-12-02 13:25:56,800 [DEBUG]  		True: 9
2020-12-02 13:25:56,800 [DEBUG]  		Predicted: 6.539068922871933
2020-12-02 13:25:56,800 [DEBUG]  Q-Error was: 1.376342734134577
2020-12-02 13:25:56,800 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;
2020-12-02 13:25:56,814 [DEBUG]  		Latency: 9.42ms
2020-12-02 13:25:56,814 [DEBUG]  		True: 47
2020-12-02 13:25:56,814 [DEBUG]  		Predicted: 130.81202431474986
2020-12-02 13:25:56,814 [DEBUG]  Q-Error was: 2.783234559888295
2020-12-02 13:25:56,814 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2000;
2020-12-02 13:25:56,827 [DEBUG]  		Latency: 9.40ms
2020-12-02 13:25:56,828 [DEBUG]  		True: 16
2020-12-02 13:25:56,828 [DEBUG]  		Predicted: 17.465478877451062
2020-12-02 13:25:56,828 [DEBUG]  Q-Error was: 1.0915924298406914
2020-12-02 13:25:56,828 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id=117;
2020-12-02 13:25:56,837 [DEBUG]  		Latency: 5.58ms
2020-12-02 13:25:56,837 [DEBUG]  		True: 148552
2020-12-02 13:25:56,837 [DEBUG]  		Predicted: 40926.50600868898
2020-12-02 13:25:56,837 [DEBUG]  Q-Error was: 3.6297259279465828
2020-12-02 13:25:56,837 [DEBUG]  Predicting cardinality for query 5: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2005;
2020-12-02 13:25:56,843 [DEBUG]  		Latency: 2.71ms
2020-12-02 13:25:56,843 [DEBUG]  		True: 62682311
2020-12-02 13:25:56,843 [DEBUG]  		Predicted: 62184420.99763888
2020-12-02 13:25:56,843 [DEBUG]  Q-Error was: 1.008006667817652
2020-12-02 13:25:56,843 [DEBUG]  Predicting cardinality for query 6: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2010;
2020-12-02 13:25:56,849 [DEBUG]  		Latency: 2.18ms
2020-12-02 13:25:56,849 [DEBUG]  		True: 11990578
2020-12-02 13:25:56,849 [DEBUG]  		Predicted: 15696926.905328011
2020-12-02 13:25:56,849 [DEBUG]  Q-Error was: 1.3091051078044786
2020-12-02 13:25:56,849 [DEBUG]  Predicting cardinality for query 7: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>1990;
2020-12-02 13:25:56,855 [DEBUG]  		Latency: 2.17ms
2020-12-02 13:25:56,855 [DEBUG]  		True: 157041640
2020-12-02 13:25:56,855 [DEBUG]  		Predicted: 158044809.63374412
2020-12-02 13:25:56,855 [DEBUG]  Q-Error was: 1.0063879212783573
2020-12-02 13:25:56,855 [DEBUG]  Predicting cardinality for query 8: SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>2005 AND mi_idx.info_type_id=101;
2020-12-02 13:25:56,865 [DEBUG]  		Latency: 5.81ms
2020-12-02 13:25:56,865 [DEBUG]  		True: 850677
2020-12-02 13:25:56,865 [DEBUG]  		Predicted: 333575.72292903496
2020-12-02 13:25:56,865 [DEBUG]  Q-Error was: 2.5501765911812875
