2020-12-13 21:14:36,599 [INFO ]  maqp(evaluate_cardinalities: database_name=imdb, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-13 21:14:38,081 [DEBUG]  Including SPN with table_set {'movie_info_idx', 'movie_companies', 'title'} with sampling ratio(1000000 / 4073078)
2020-12-13 21:14:38,082 [DEBUG]  Including SPN with table_set {'movie_info', 'movie_companies', 'title'} with sampling ratio(1000000 / 67371414)
2020-12-13 21:14:38,082 [DEBUG]  Including SPN with table_set {'movie_info_idx', 'title'} with sampling ratio(3448422 / 1380035)
2020-12-13 21:14:38,082 [DEBUG]  Including SPN with table_set {'movie_companies', 'title'} with sampling ratio(4050205 / 2609129)
2020-12-13 21:14:38,082 [DEBUG]  Including SPN with table_set {'movie_info', 'title'} with sampling ratio(10000000 / 14835720)
2020-12-13 21:14:38,082 [DEBUG]  Including SPN with table_set {'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-13 21:14:38,082 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-13 21:14:38,083 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-13 21:14:38,098 [DEBUG]  		Latency: 9.69ms
2020-12-13 21:14:38,099 [DEBUG]  		True: 715
2020-12-13 21:14:38,099 [DEBUG]  		Predicted: 1517.4675842289762
2020-12-13 21:14:38,099 [DEBUG]  Q-Error was: 2.122332285634932
2020-12-13 21:14:38,099 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2010;
2020-12-13 21:14:38,115 [DEBUG]  		Latency: 10.75ms
2020-12-13 21:14:38,115 [DEBUG]  		True: 9
2020-12-13 21:14:38,115 [DEBUG]  		Predicted: 4.322076590129576
2020-12-13 21:14:38,115 [DEBUG]  Q-Error was: 2.0823323724881466
2020-12-13 21:14:38,115 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;
