2020-12-09 22:45:03,717 [INFO ]  maqp(evaluate_cardinalities: database_name=None, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-09 22:45:04,194 [DEBUG]  Including SPN with table_set {'movie_info', 'movie_companies', 'title'} with sampling ratio(1000000 / 67371414)
2020-12-09 22:45:04,194 [DEBUG]  Including SPN with table_set {'movie_info_idx', 'movie_companies', 'title'} with sampling ratio(1000000 / 4073078)
2020-12-09 22:45:04,194 [DEBUG]  Including SPN with table_set {'movie_companies', 'title'} with sampling ratio(4050205 / 2609129)
2020-12-09 22:45:04,194 [DEBUG]  Including SPN with table_set {'cast_info', 'title'} with sampling ratio(10000000 / 36244344)
2020-12-09 22:45:04,194 [DEBUG]  Including SPN with table_set {'movie_info', 'title'} with sampling ratio(10000000 / 14835720)
2020-12-09 22:45:04,195 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-09 22:45:04,195 [DEBUG]  Including SPN with table_set {'movie_info_idx'} with sampling ratio(1380035 / 1380035)
2020-12-09 22:45:04,195 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc, movie_info_idx mi_idx, title t WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_type_id=1;
2020-12-09 22:45:04,208 [DEBUG]  		Latency: 6.64ms
2020-12-09 22:45:04,209 [DEBUG]  		True: 11637
2020-12-09 22:45:04,209 [DEBUG]  		Predicted: 1282089.5554318451
2020-12-09 22:45:04,209 [DEBUG]  Q-Error was: 110.17354605412436
2020-12-09 22:45:04,209 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc, movie_info_idx mi_idx, title t WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.season_nr<=1.0 AND mi_idx.info_type_id=99 AND mc.company_type_id=1;
