2021-01-11 21:56:14,366 [INFO ]  maqp(evaluate_cardinalities: database_name=imdb, target_path=./baselines/cardinality_estimation/results/deepDB-ranges/imdb_ranges_model_based_budget_5.csv)
2021-01-11 21:56:14,378 [DEBUG]  Including SPN with table_set {'title', 'cast_info'} with sampling ratio(10000000 / 36244344)
2021-01-11 21:56:14,379 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2011 AND t.phonetic_code<11942 AND t.series_years<296 AND ci.role_id>2;
2021-01-11 21:56:14,385 [DEBUG]  		Latency: 1.33ms
2021-01-11 21:56:14,385 [DEBUG]  		True: 2727
2021-01-11 21:56:14,386 [DEBUG]  		Predicted: 4049.907591916098
2021-01-11 21:56:14,386 [DEBUG]  Q-Error was: 1.4851146284987526
2021-01-11 21:56:14,386 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=20682 AND t.production_year>1993 AND t.series_years>644 AND ci.role_id=1;
2021-01-11 21:56:14,392 [DEBUG]  		Latency: 1.22ms
2021-01-11 21:56:14,392 [DEBUG]  		True: 4
2021-01-11 21:56:14,392 [DEBUG]  		Predicted: 1.0
2021-01-11 21:56:14,392 [DEBUG]  Q-Error was: 4.0
2021-01-11 21:56:14,392 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<11364 AND t.series_years<428 AND t.production_year=2009 AND ci.role_id<4;
2021-01-11 21:56:14,399 [DEBUG]  		Latency: 1.16ms
2021-01-11 21:56:14,399 [DEBUG]  		True: 29
2021-01-11 21:56:14,399 [DEBUG]  		Predicted: 638.7197099875004
2021-01-11 21:56:14,399 [DEBUG]  Q-Error was: 22.024817585775878
2021-01-11 21:56:14,399 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>850 AND t.production_year>2011 AND t.series_years>346 AND ci.role_id<2;
2021-01-11 21:56:14,405 [DEBUG]  		Latency: 1.18ms
2021-01-11 21:56:14,405 [DEBUG]  		True: 12036
2021-01-11 21:56:14,405 [DEBUG]  		Predicted: 27499.446151129137
2021-01-11 21:56:14,405 [DEBUG]  Q-Error was: 2.284766213952238
2021-01-11 21:56:14,405 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>17321 AND t.production_year=1964 AND t.series_years<767 AND ci.role_id>2;
2021-01-11 21:56:14,412 [DEBUG]  		Latency: 1.16ms
2021-01-11 21:56:14,412 [DEBUG]  		True: 156
2021-01-11 21:56:14,412 [DEBUG]  		Predicted: 13.912134874535537
2021-01-11 21:56:14,412 [DEBUG]  Q-Error was: 11.213232290145413
2021-01-11 21:56:14,412 [DEBUG]  Predicting cardinality for query 5: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<474 AND t.production_year>1956 AND t.phonetic_code>14786 AND ci.role_id=2;
2021-01-11 21:56:14,418 [DEBUG]  		Latency: 1.18ms
2021-01-11 21:56:14,418 [DEBUG]  		True: 1010
2021-01-11 21:56:14,418 [DEBUG]  		Predicted: 1010.5226703337514
2021-01-11 21:56:14,418 [DEBUG]  Q-Error was: 1.0005174953799518
2021-01-11 21:56:14,419 [DEBUG]  Predicting cardinality for query 6: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=10311 AND t.production_year<2008 AND t.series_years<988 AND ci.role_id>1;
2021-01-11 21:56:14,425 [DEBUG]  		Latency: 1.31ms
2021-01-11 21:56:14,425 [DEBUG]  		True: 34
2021-01-11 21:56:14,425 [DEBUG]  		Predicted: 1.0
2021-01-11 21:56:14,425 [DEBUG]  Q-Error was: 34.0
2021-01-11 21:56:14,425 [DEBUG]  Predicting cardinality for query 7: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2013 AND t.series_years<842 AND t.phonetic_code=348 AND ci.role_id>1;
2021-01-11 21:56:14,432 [DEBUG]  		Latency: 1.15ms
2021-01-11 21:56:14,432 [DEBUG]  		True: 5
2021-01-11 21:56:14,432 [DEBUG]  		Predicted: 15.248597465342895
2021-01-11 21:56:14,432 [DEBUG]  Q-Error was: 3.049719493068579
2021-01-11 21:56:14,432 [DEBUG]  Predicting cardinality for query 8: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2012 AND t.phonetic_code>14188 AND t.series_years=116 AND ci.role_id<2;
2021-01-11 21:56:14,438 [DEBUG]  		Latency: 1.15ms
2021-01-11 21:56:14,439 [DEBUG]  		True: 11
2021-01-11 21:56:14,439 [DEBUG]  		Predicted: 1.3878559981695802
2021-01-11 21:56:14,439 [DEBUG]  Q-Error was: 7.925894339547989
2021-01-11 21:56:14,439 [DEBUG]  Predicting cardinality for query 9: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years=1109 AND t.phonetic_code<18964 AND t.production_year<2011 AND ci.role_id>1;
2021-01-11 21:56:14,445 [DEBUG]  		Latency: 1.18ms
2021-01-11 21:56:14,445 [DEBUG]  		True: 104
2021-01-11 21:56:14,445 [DEBUG]  		Predicted: 72.82641760394279
2021-01-11 21:56:14,445 [DEBUG]  Q-Error was: 1.4280532177978433
2021-01-11 21:56:14,445 [DEBUG]  Predicting cardinality for query 10: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=16804 AND t.series_years<351 AND t.production_year<2011 AND ci.role_id>1;
2021-01-11 21:56:14,451 [DEBUG]  		Latency: 1.17ms
2021-01-11 21:56:14,452 [DEBUG]  		True: 3
2021-01-11 21:56:14,452 [DEBUG]  		Predicted: 1.0
2021-01-11 21:56:14,452 [DEBUG]  Q-Error was: 3.0
2021-01-11 21:56:14,452 [DEBUG]  Predicting cardinality for query 11: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=15862 AND t.series_years>1108 AND t.production_year<2001 AND ci.role_id>2;
2021-01-11 21:56:14,458 [DEBUG]  		Latency: 1.13ms
2021-01-11 21:56:14,458 [DEBUG]  		True: 2
2021-01-11 21:56:14,458 [DEBUG]  		Predicted: 1.0
2021-01-11 21:56:14,458 [DEBUG]  Q-Error was: 2.0
2021-01-11 21:56:14,458 [DEBUG]  Predicting cardinality for query 12: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<16641 AND t.production_year<1969 AND t.series_years>105 AND ci.role_id=2;
2021-01-11 21:56:14,465 [DEBUG]  		Latency: 1.21ms
