2020-12-09 12:42:23,228 [INFO ]  maqp(evaluate_cardinalities: database_name=None, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-09 12:42:23,690 [DEBUG]  Including SPN with table_set {'movie_companies', 'title', 'movie_info'} with sampling ratio(1000000 / 67371414)
2020-12-09 12:42:23,691 [DEBUG]  Including SPN with table_set {'movie_companies', 'title', 'movie_info_idx'} with sampling ratio(1000000 / 4073078)
2020-12-09 12:42:23,691 [DEBUG]  Including SPN with table_set {'movie_companies', 'title'} with sampling ratio(4050205 / 2609129)
2020-12-09 12:42:23,691 [DEBUG]  Including SPN with table_set {'cast_info', 'title'} with sampling ratio(10000000 / 36244344)
2020-12-09 12:42:23,691 [DEBUG]  Including SPN with table_set {'title', 'movie_info'} with sampling ratio(10000000 / 14835720)
2020-12-09 12:42:23,691 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-09 12:42:23,691 [DEBUG]  Including SPN with table_set {'movie_info_idx'} with sampling ratio(1380035 / 1380035)
2020-12-09 12:42:23,691 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-09 12:42:23,723 [DEBUG]  		Latency: 20.99ms
2020-12-09 12:42:23,723 [DEBUG]  		True: 715
2020-12-09 12:42:23,724 [DEBUG]  		Predicted: 1532.777274179234
2020-12-09 12:42:23,724 [DEBUG]  Q-Error was: 2.143744439411516
2020-12-09 12:42:23,724 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2010;
2020-12-09 12:42:23,744 [DEBUG]  		Latency: 11.10ms
2020-12-09 12:42:23,744 [DEBUG]  		True: 9
2020-12-09 12:42:23,744 [DEBUG]  		Predicted: 3.724107793828566
2020-12-09 12:42:23,744 [DEBUG]  Q-Error was: 2.41668622345315
2020-12-09 12:42:23,744 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;
2020-12-09 12:42:23,766 [DEBUG]  		Latency: 11.24ms
2020-12-09 12:42:23,766 [DEBUG]  		True: 47
2020-12-09 12:42:23,766 [DEBUG]  		Predicted: 137.62498752169859
2020-12-09 12:42:23,766 [DEBUG]  Q-Error was: 2.9281912238659276
2020-12-09 12:42:23,766 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2000;
2020-12-09 12:42:23,786 [DEBUG]  		Latency: 10.87ms
2020-12-09 12:42:23,786 [DEBUG]  		True: 16
2020-12-09 12:42:23,786 [DEBUG]  		Predicted: 10.21723544802766
2020-12-09 12:42:23,786 [DEBUG]  Q-Error was: 1.5659813343235276
2020-12-09 12:42:23,787 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id=117;
2020-12-09 12:42:23,801 [DEBUG]  		Latency: 6.14ms
2020-12-09 12:42:23,801 [DEBUG]  		True: 148552
2020-12-09 12:42:23,802 [DEBUG]  		Predicted: 41074.14567832492
2020-12-09 12:42:23,802 [DEBUG]  Q-Error was: 3.616678997133513
2020-12-09 12:42:23,802 [DEBUG]  Predicting cardinality for query 5: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2005;
2020-12-09 12:42:23,814 [DEBUG]  		Latency: 3.50ms
2020-12-09 12:42:23,814 [DEBUG]  		True: 62682311
2020-12-09 12:42:23,814 [DEBUG]  		Predicted: 62339845.775364585
2020-12-09 12:42:23,814 [DEBUG]  Q-Error was: 1.0054935205625861
2020-12-09 12:42:23,814 [DEBUG]  Predicting cardinality for query 6: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2010;
2020-12-09 12:42:23,826 [DEBUG]  		Latency: 2.82ms
2020-12-09 12:42:23,826 [DEBUG]  		True: 11990578
2020-12-09 12:42:23,826 [DEBUG]  		Predicted: 15805133.095790416
2020-12-09 12:42:23,826 [DEBUG]  Q-Error was: 1.3181293758975101
