2020-12-18 21:44:19,839 [INFO ]  maqp(evaluate_cardinalities: database_name=imdb, target_path=./baselines/cardinality_estimation/results/deepDB-ranges/imdb_ranges_model_based_budget_5.csv)
2020-12-18 21:44:20,453 [DEBUG]  Including SPN with table_set {'movie_info', 'title', 'movie_companies'} with sampling ratio(1000000 / 67371414)
2020-12-18 21:44:20,454 [DEBUG]  Including SPN with table_set {'movie_keyword', 'title', 'movie_info_idx'} with sampling ratio(1000000 / 10424626)
2020-12-18 21:44:20,454 [DEBUG]  Including SPN with table_set {'movie_info', 'title', 'movie_keyword'} with sampling ratio(1000000 / 235420417)
2020-12-18 21:44:20,454 [DEBUG]  Including SPN with table_set {'movie_keyword', 'title'} with sampling ratio(6575448 / 4523930)
2020-12-18 21:44:20,454 [DEBUG]  Including SPN with table_set {'title', 'movie_companies'} with sampling ratio(4050205 / 2609129)
2020-12-18 21:44:20,454 [DEBUG]  Including SPN with table_set {'movie_info', 'title'} with sampling ratio(10000000 / 14835720)
2020-12-18 21:44:20,454 [DEBUG]  Including SPN with table_set {'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-18 21:44:20,454 [DEBUG]  Including SPN with table_set {'movie_info_idx'} with sampling ratio(1380035 / 1380035)
2020-12-18 21:44:20,455 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc, movie_info_idx mi_idx, title t WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=2 AND t.series_years>=1341 AND t.production_year<=2004.0;
2020-12-18 21:44:20,490 [DEBUG]  		Latency: 28.77ms
2020-12-18 21:44:20,490 [DEBUG]  		True: 715
2020-12-18 21:44:20,490 [DEBUG]  		Predicted: 2914.5213709977706
2020-12-18 21:44:20,491 [DEBUG]  Q-Error was: 4.076253665731148
2020-12-18 21:44:20,491 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc, movie_info_idx mi_idx, title t WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.phonetic_code=16774 AND mc.company_type_id=1 AND mi_idx.info_type_id=101 AND t.kind_id=1;
2020-12-18 21:44:20,523 [DEBUG]  		Latency: 26.38ms
2020-12-18 21:44:20,523 [DEBUG]  		True: 9
2020-12-18 21:44:20,523 [DEBUG]  		Predicted: 62.83379552863392
2020-12-18 21:44:20,523 [DEBUG]  Q-Error was: 6.98153283651488
2020-12-18 21:44:20,523 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc, movie_info_idx mi_idx, title t WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=4 AND t.phonetic_code<=16925 AND mc.company_type_id=1 AND t.production_year>=1987.0;
2020-12-18 21:44:20,557 [DEBUG]  		Latency: 28.21ms
2020-12-18 21:44:20,557 [DEBUG]  		True: 47
2020-12-18 21:44:20,557 [DEBUG]  		Predicted: 37403.600305894615
2020-12-18 21:44:20,557 [DEBUG]  Q-Error was: 795.8212831041408
2020-12-18 21:44:20,557 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM movie_companies mc, movie_info_idx mi_idx, title t WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<=2012.0 AND t.season_nr=2.0 AND t.episode_nr>=8.0 AND t.phonetic_code>=12168 AND mi_idx.info_type_id=101 AND mc.company_type_id=1;
2020-12-18 21:44:20,596 [DEBUG]  		Latency: 32.93ms
2020-12-18 21:44:20,597 [DEBUG]  		True: 16
2020-12-18 21:44:20,597 [DEBUG]  		Predicted: 2915.6581778685586
2020-12-18 21:44:20,597 [DEBUG]  Q-Error was: 182.2286361167849
2020-12-18 21:44:20,597 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM movie_companies mc, movie_info_idx mi_idx, title t WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year>=1983.0 AND t.episode_nr<=22.0 AND t.season_nr>=7.0;
2020-12-18 21:44:20,628 [DEBUG]  		Latency: 26.18ms
2020-12-18 21:44:20,628 [DEBUG]  		True: 148552
2020-12-18 21:44:20,628 [DEBUG]  		Predicted: 39130.05623727103
2020-12-18 21:44:20,628 [DEBUG]  Q-Error was: 3.7963656146884235
2020-12-18 21:44:20,628 [DEBUG]  Predicting cardinality for query 5: SELECT COUNT(*) FROM movie_companies mc, movie_info_idx mi_idx, title t WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year>=1956.0 AND mc.company_type_id=2 AND mi_idx.info_type_id=101 AND t.kind_id=1;
2020-12-18 21:44:20,665 [DEBUG]  		Latency: 31.22ms
2020-12-18 21:44:20,665 [DEBUG]  		True: 62682311
2020-12-18 21:44:20,666 [DEBUG]  		Predicted: 174685.47102035553
2020-12-18 21:44:20,666 [DEBUG]  Q-Error was: 358.82956169088516
