2020-12-13 16:13:00,385 [INFO ]  maqp(evaluate_cardinalities: database_name=imdb, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-13 16:13:01,881 [DEBUG]  Including SPN with table_set {'movie_info_idx', 'title', 'movie_companies'} with sampling ratio(1000000 / 4073078)
2020-12-13 16:13:01,882 [DEBUG]  Including SPN with table_set {'movie_info', 'title', 'movie_companies'} with sampling ratio(1000000 / 67371414)
2020-12-13 16:13:01,882 [DEBUG]  Including SPN with table_set {'movie_info_idx', 'title'} with sampling ratio(3448422 / 1380035)
2020-12-13 16:13:01,882 [DEBUG]  Including SPN with table_set {'title', 'movie_companies'} with sampling ratio(4050205 / 2609129)
2020-12-13 16:13:01,882 [DEBUG]  Including SPN with table_set {'movie_info', 'title'} with sampling ratio(10000000 / 14835720)
2020-12-13 16:13:01,882 [DEBUG]  Including SPN with table_set {'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-13 16:13:01,882 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-13 16:13:01,882 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-13 16:13:01,901 [DEBUG]  		Latency: 11.86ms
2020-12-13 16:13:01,902 [DEBUG]  		True: 715
2020-12-13 16:13:01,902 [DEBUG]  		Predicted: 1517.4675842289762
2020-12-13 16:13:01,902 [DEBUG]  Q-Error was: 2.122332285634932
2020-12-13 16:13:01,902 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2010;
2020-12-13 16:13:01,921 [DEBUG]  		Latency: 12.38ms
2020-12-13 16:13:01,921 [DEBUG]  		True: 9
2020-12-13 16:13:01,921 [DEBUG]  		Predicted: 4.322076590129576
2020-12-13 16:13:01,921 [DEBUG]  Q-Error was: 2.0823323724881466
2020-12-13 16:13:01,921 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;
2020-12-13 16:13:01,939 [DEBUG]  		Latency: 11.71ms
2020-12-13 16:13:01,939 [DEBUG]  		True: 47
2020-12-13 16:13:01,939 [DEBUG]  		Predicted: 127.9462604543495
2020-12-13 16:13:01,939 [DEBUG]  Q-Error was: 2.7222608607308403
2020-12-13 16:13:01,939 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2000;
2020-12-13 16:13:01,957 [DEBUG]  		Latency: 11.73ms
2020-12-13 16:13:01,957 [DEBUG]  		True: 16
2020-12-13 16:13:01,957 [DEBUG]  		Predicted: 11.585892999103601
2020-12-13 16:13:01,957 [DEBUG]  Q-Error was: 1.3809897951964443
2020-12-13 16:13:01,957 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id=117;
2020-12-13 16:13:01,971 [DEBUG]  		Latency: 8.08ms
