2021-01-11 19:40:52,584 [INFO ]  maqp(evaluate_cardinalities: database_name=imdb, target_path=./baselines/cardinality_estimation/results/deepDB-ranges/imdb_ranges_model_based_budget_5.csv)
2021-01-11 19:40:52,608 [DEBUG]  Including SPN with table_set {'title', 'cast_info'} with sampling ratio(10000000 / 36244344)
2021-01-11 19:40:52,608 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2011 AND t.phonetic_code<11942 AND t.series_years<296 AND ci.role_id>2;
2021-01-11 19:40:52,616 [DEBUG]  		Latency: 1.76ms
2021-01-11 19:40:52,616 [DEBUG]  		True: 2727
2021-01-11 19:40:52,616 [DEBUG]  		Predicted: 3293.745776684689
2021-01-11 19:40:52,616 [DEBUG]  Q-Error was: 1.20782756754114
2021-01-11 19:40:52,616 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=20682 AND t.production_year>1993 AND t.series_years>644 AND ci.role_id=1;
2021-01-11 19:40:52,624 [DEBUG]  		Latency: 1.65ms
2021-01-11 19:40:52,624 [DEBUG]  		True: 4
2021-01-11 19:40:52,624 [DEBUG]  		Predicted: 20.876044171260805
2021-01-11 19:40:52,624 [DEBUG]  Q-Error was: 5.219011042815201
2021-01-11 19:40:52,624 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code<11364 AND t.series_years<428 AND t.production_year=2009 AND ci.role_id<4;
2021-01-11 19:40:52,631 [DEBUG]  		Latency: 1.57ms
2021-01-11 19:40:52,631 [DEBUG]  		True: 29
2021-01-11 19:40:52,631 [DEBUG]  		Predicted: 476.92458187624925
2021-01-11 19:40:52,631 [DEBUG]  Q-Error was: 16.44567523711204
2021-01-11 19:40:52,631 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>850 AND t.production_year>2011 AND t.series_years>346 AND ci.role_id<2;
2021-01-11 19:40:52,638 [DEBUG]  		Latency: 1.50ms
2021-01-11 19:40:52,639 [DEBUG]  		True: 12036
2021-01-11 19:40:52,639 [DEBUG]  		Predicted: 22147.269987416083
2021-01-11 19:40:52,639 [DEBUG]  Q-Error was: 1.8400855755579995
2021-01-11 19:40:52,639 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code>17321 AND t.production_year=1964 AND t.series_years<767 AND ci.role_id>2;
2021-01-11 19:40:52,646 [DEBUG]  		Latency: 1.53ms
2021-01-11 19:40:52,646 [DEBUG]  		True: 1566
2021-01-11 19:40:52,646 [DEBUG]  		Predicted: 13.90517825111085
2021-01-11 19:40:52,646 [DEBUG]  Q-Error was: 112.61991552498769
2021-01-11 19:40:52,646 [DEBUG]  Predicting cardinality for query 5: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.series_years<474 AND t.production_year>1956 AND t.phonetic_code>14786 AND ci.role_id=2;
2021-01-11 19:40:52,653 [DEBUG]  		Latency: 1.58ms
2021-01-11 19:40:52,653 [DEBUG]  		True: 1010
2021-01-11 19:40:52,653 [DEBUG]  		Predicted: 1010.6090142127453
2021-01-11 19:40:52,653 [DEBUG]  Q-Error was: 1.0006029843690547
2021-01-11 19:40:52,653 [DEBUG]  Predicting cardinality for query 6: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.phonetic_code=10311 AND t.production_year<2008 AND t.series_years<988 AND ci.role_id>1;
2021-01-11 19:40:52,660 [DEBUG]  		Latency: 1.54ms
2021-01-11 19:40:52,660 [DEBUG]  		True: 34
2021-01-11 19:40:52,660 [DEBUG]  		Predicted: 10.10149614335113
2021-01-11 19:40:52,660 [DEBUG]  Q-Error was: 3.3658380419596576
2021-01-11 19:40:52,661 [DEBUG]  Predicting cardinality for query 7: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2013 AND t.series_years<842 AND t.phonetic_code=348 AND ci.role_id>1;
2021-01-11 19:40:52,667 [DEBUG]  		Latency: 1.62ms
2021-01-11 19:40:52,668 [DEBUG]  		True: 5
2021-01-11 19:40:52,668 [DEBUG]  		Predicted: 15.250632972755305
2021-01-11 19:40:52,668 [DEBUG]  Q-Error was: 3.050126594551061
2021-01-11 19:40:52,668 [DEBUG]  Predicting cardinality for query 8: SELECT COUNT(*) FROM cast_info ci, title t WHERE t.id=ci.movie_id AND t.production_year<2012 AND t.phonetic_code>14188 AND t.series_years=116 AND ci.role_id<2;
2021-01-11 19:40:52,674 [DEBUG]  		Latency: 1.47ms
2021-01-11 19:40:52,674 [DEBUG]  		True: 11
2021-01-11 19:40:52,674 [DEBUG]  		Predicted: 1.3880606179844652
2021-01-11 19:40:52,674 [DEBUG]  Q-Error was: 7.924725950349748
