2020-12-13 19:14:51,488 [INFO ]  maqp(evaluate_cardinalities: database_name=imdb, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-13 19:14:53,117 [DEBUG]  Including SPN with table_set {'title', 'movie_companies', 'movie_info_idx'} with sampling ratio(1000000 / 4073078)
2020-12-13 19:14:53,118 [DEBUG]  Including SPN with table_set {'title', 'movie_info', 'movie_companies'} with sampling ratio(1000000 / 67371414)
2020-12-13 19:14:53,118 [DEBUG]  Including SPN with table_set {'title', 'movie_info_idx'} with sampling ratio(3448422 / 1380035)
2020-12-13 19:14:53,118 [DEBUG]  Including SPN with table_set {'title', 'movie_companies'} with sampling ratio(4050205 / 2609129)
2020-12-13 19:14:53,118 [DEBUG]  Including SPN with table_set {'title', 'movie_info'} with sampling ratio(10000000 / 14835720)
2020-12-13 19:14:53,118 [DEBUG]  Including SPN with table_set {'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-13 19:14:53,118 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-13 19:14:53,119 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-13 19:14:53,139 [DEBUG]  		Latency: 12.08ms
2020-12-13 19:14:53,139 [DEBUG]  		True: 715
2020-12-13 19:14:53,139 [DEBUG]  		Predicted: 1517.4675842289762
2020-12-13 19:14:53,139 [DEBUG]  Q-Error was: 2.122332285634932
2020-12-13 19:14:53,139 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2010;
2020-12-13 19:14:53,158 [DEBUG]  		Latency: 12.67ms
2020-12-13 19:14:53,158 [DEBUG]  		True: 9
2020-12-13 19:14:53,158 [DEBUG]  		Predicted: 4.322076590129576
2020-12-13 19:14:53,159 [DEBUG]  Q-Error was: 2.0823323724881466
2020-12-13 19:14:53,159 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;
2020-12-13 19:14:53,177 [DEBUG]  		Latency: 12.04ms
2020-12-13 19:14:53,177 [DEBUG]  		True: 47
2020-12-13 19:14:53,177 [DEBUG]  		Predicted: 127.9462604543495
2020-12-13 19:14:53,177 [DEBUG]  Q-Error was: 2.7222608607308403
2020-12-13 19:14:53,177 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2000;
2020-12-13 19:14:53,195 [DEBUG]  		Latency: 11.53ms
2020-12-13 19:14:53,195 [DEBUG]  		True: 16
2020-12-13 19:14:53,195 [DEBUG]  		Predicted: 11.585892999103601
2020-12-13 19:14:53,196 [DEBUG]  Q-Error was: 1.3809897951964443
2020-12-13 19:14:53,196 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id=117;
2020-12-13 19:14:53,209 [DEBUG]  		Latency: 8.05ms
2020-12-13 19:14:53,209 [DEBUG]  		True: 148552
2020-12-13 19:14:53,210 [DEBUG]  		Predicted: 41067.13234135826
2020-12-13 19:14:53,210 [DEBUG]  Q-Error was: 3.6172966440706382
2020-12-13 19:14:53,210 [DEBUG]  Predicting cardinality for query 5: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2005;
2020-12-13 19:14:53,221 [DEBUG]  		Latency: 5.12ms
2020-12-13 19:14:53,221 [DEBUG]  		True: 62682311
2020-12-13 19:14:53,221 [DEBUG]  		Predicted: 59992649.40957598
2020-12-13 19:14:53,221 [DEBUG]  Q-Error was: 1.044833185680156
2020-12-13 19:14:53,221 [DEBUG]  Predicting cardinality for query 6: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2010;
2020-12-13 19:14:53,231 [DEBUG]  		Latency: 4.07ms
2020-12-13 19:14:53,231 [DEBUG]  		True: 11990578
2020-12-13 19:14:53,231 [DEBUG]  		Predicted: 14545949.814182093
2020-12-13 19:14:53,231 [DEBUG]  Q-Error was: 1.2131149819618448
2020-12-13 19:14:53,231 [DEBUG]  Predicting cardinality for query 7: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>1990;
2020-12-13 19:14:53,241 [DEBUG]  		Latency: 4.21ms
2020-12-13 19:14:53,241 [DEBUG]  		True: 157041640
2020-12-13 19:14:53,241 [DEBUG]  		Predicted: 156063832.94261765
2020-12-13 19:14:53,241 [DEBUG]  Q-Error was: 1.0062654302341907
2020-12-13 19:14:53,241 [DEBUG]  Predicting cardinality for query 8: SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>2005 AND mi_idx.info_type_id=101;
2020-12-13 19:14:53,256 [DEBUG]  		Latency: 8.32ms
2020-12-13 19:14:53,256 [DEBUG]  		True: 850677
2020-12-13 19:14:53,256 [DEBUG]  		Predicted: 439085.8715166055
