2020-12-10 01:02:15,470 [INFO ]  maqp(evaluate_cardinalities: database_name=None, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-10 01:02:15,977 [DEBUG]  Including SPN with table_set {'title', 'movie_companies', 'movie_info'} with sampling ratio(1000000 / 67371414)
2020-12-10 01:02:15,977 [DEBUG]  Including SPN with table_set {'title', 'movie_info_idx', 'movie_companies'} with sampling ratio(1000000 / 4073078)
2020-12-10 01:02:15,977 [DEBUG]  Including SPN with table_set {'title', 'movie_companies'} with sampling ratio(4050205 / 2609129)
2020-12-10 01:02:15,978 [DEBUG]  Including SPN with table_set {'title', 'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-10 01:02:15,978 [DEBUG]  Including SPN with table_set {'title', 'movie_info'} with sampling ratio(10000000 / 14835720)
2020-12-10 01:02:15,978 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-10 01:02:15,978 [DEBUG]  Including SPN with table_set {'movie_info_idx'} with sampling ratio(1380035 / 1380035)
2020-12-10 01:02:15,978 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-10 01:02:16,005 [DEBUG]  		Latency: 16.42ms
2020-12-10 01:02:16,005 [DEBUG]  		True: 715
2020-12-10 01:02:16,005 [DEBUG]  		Predicted: 1532.777274179234
2020-12-10 01:02:16,005 [DEBUG]  Q-Error was: 2.143744439411516
2020-12-10 01:02:16,005 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2010;
2020-12-10 01:02:16,025 [DEBUG]  		Latency: 13.53ms
2020-12-10 01:02:16,025 [DEBUG]  		True: 9
2020-12-10 01:02:16,025 [DEBUG]  		Predicted: 3.724107793828566
2020-12-10 01:02:16,026 [DEBUG]  Q-Error was: 2.41668622345315
