2020-12-09 17:08:23,273 [INFO ]  maqp(evaluate_cardinalities: database_name=None, target_path=./baselines/cardinality_estimation/results/deepDB/imdb_light_model_based_budget_5.csv)
2020-12-09 17:08:23,665 [DEBUG]  Including SPN with table_set {'title', 'movie_companies', 'movie_info'} with sampling ratio(1000000 / 67371414)
2020-12-09 17:08:23,665 [DEBUG]  Including SPN with table_set {'title', 'movie_info_idx', 'movie_companies'} with sampling ratio(1000000 / 4073078)
2020-12-09 17:08:23,665 [DEBUG]  Including SPN with table_set {'title', 'movie_companies'} with sampling ratio(4050205 / 2609129)
2020-12-09 17:08:23,665 [DEBUG]  Including SPN with table_set {'title', 'cast_info'} with sampling ratio(10000000 / 36244344)
2020-12-09 17:08:23,666 [DEBUG]  Including SPN with table_set {'title', 'movie_info'} with sampling ratio(10000000 / 14835720)
2020-12-09 17:08:23,666 [DEBUG]  Including SPN with table_set {'movie_keyword'} with sampling ratio(4523930 / 4523930)
2020-12-09 17:08:23,666 [DEBUG]  Including SPN with table_set {'movie_info_idx'} with sampling ratio(1380035 / 1380035)
2020-12-09 17:08:23,666 [DEBUG]  Predicting cardinality for query 0: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2;
2020-12-09 17:08:23,681 [DEBUG]  		Latency: 9.04ms
2020-12-09 17:08:23,681 [DEBUG]  		True: 715
2020-12-09 17:08:23,682 [DEBUG]  		Predicted: 1532.777274179234
2020-12-09 17:08:23,682 [DEBUG]  Q-Error was: 2.143744439411516
2020-12-09 17:08:23,682 [DEBUG]  Predicting cardinality for query 1: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2010;
2020-12-09 17:08:23,698 [DEBUG]  		Latency: 10.03ms
2020-12-09 17:08:23,698 [DEBUG]  		True: 9
2020-12-09 17:08:23,698 [DEBUG]  		Predicted: 3.724107793828566
2020-12-09 17:08:23,698 [DEBUG]  Q-Error was: 2.41668622345315
2020-12-09 17:08:23,698 [DEBUG]  Predicting cardinality for query 2: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;
2020-12-09 17:08:23,715 [DEBUG]  		Latency: 10.54ms
2020-12-09 17:08:23,715 [DEBUG]  		True: 47
2020-12-09 17:08:23,715 [DEBUG]  		Predicted: 137.62498752169859
2020-12-09 17:08:23,715 [DEBUG]  Q-Error was: 2.9281912238659276
2020-12-09 17:08:23,715 [DEBUG]  Predicting cardinality for query 3: SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2000;
2020-12-09 17:08:23,731 [DEBUG]  		Latency: 10.18ms
2020-12-09 17:08:23,731 [DEBUG]  		True: 16
2020-12-09 17:08:23,731 [DEBUG]  		Predicted: 10.21723544802766
2020-12-09 17:08:23,732 [DEBUG]  Q-Error was: 1.5659813343235276
2020-12-09 17:08:23,732 [DEBUG]  Predicting cardinality for query 4: SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id=117;
2020-12-09 17:08:23,742 [DEBUG]  		Latency: 5.47ms
2020-12-09 17:08:23,742 [DEBUG]  		True: 148552
2020-12-09 17:08:23,743 [DEBUG]  		Predicted: 41074.14567832492
2020-12-09 17:08:23,743 [DEBUG]  Q-Error was: 3.616678997133513
2020-12-09 17:08:23,743 [DEBUG]  Predicting cardinality for query 5: SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>2005;
2020-12-09 17:08:23,751 [DEBUG]  		Latency: 3.34ms
2020-12-09 17:08:23,751 [DEBUG]  		True: 62682311
2020-12-09 17:08:23,751 [DEBUG]  		Predicted: 62339845.775364585
2020-12-09 17:08:23,752 [DEBUG]  Q-Error was: 1.0054935205625861
