err,est_card,true_card,query_dur_ms
1.1886666666666668,4500,5349,142403.30743789673
3.56875,571,160,138297.4898815155
1.025713137806348,2489,2553,101407.69481658936
28.724137931034484,833,29,71102.00262069702
1.011621304463035,26417,26724,57569.53287124634
1.0411985018726593,1390,1335,135381.6270828247
1.015272052448244,65741,66745,136012.49027252197
1.10813704496788,934,1035,136078.9611339569
1.035625,8000,8285,108698.58074188232
21.555555555555557,194,9,71305.53102493286
15.909090909090908,350,22,141880.33032417297
1.009552757273122,69090,69750,111094.22969818115
1.0733686067019401,5670,6086,74684.75365638733
1.054327808471455,4344,4580,54620.78928947449
3.98,597,150,148560.58073043823
1.1515625,640,737,104073.69351387024
1.0092779014046367,85721,84933,66901.74388885498
1.0061130022025653,84901,85420,135808.8879585266
17.46153846153846,227,13,158892.68565177917
2.891891891891892,214,74,103086.16733551025
4.93006993006993,705,143,155999.4032382965
2.7160493827160495,81,220,133981.88304901123
1.0182245737801294,1701,1732,133649.23238754272
3.769230769230769,588,156,154134.0103149414
16.88888888888889,304,18,141946.26355171204
1.0127734076393855,40553,41071,147586.11512184143
53.0,318,6,113201.20024681091
1.0240037408427287,19247,19709,67581.2840461731
1.0449929827458102,12113,12658,56077.03185081482
1.111206649469762,6978,7754,52773.566246032715
1.1979256698357823,2314,2772,46634.48762893677
1.0150840325795418,40639,41252,135645.83277702332
1.0429597701149425,6960,7259,142988.59667778015
1.020066685020342,33347,32691,111404.83975410461
30.310344827586206,879,29,142928.78794670105
1.0395582206449245,32686,33979,106373.1918334961
1.02534875808098,11756,12054,74470.48878669739
1.0289556810567626,62682,64497,56429.21948432922
1.020989449353167,26823,27386,150001.71566009521
14.538461538461538,945,65,105135.37740707397
1.0685194147649009,53722,57403,150919.17037963867
1.0499522965789831,14674,15407,108002.48837471008
2.6413502109704643,237,626,143485.67843437195
3.5238095238095237,296,84,106147.75085449219
1.104186046511628,6450,7122,66462.6932144165
1.011193434731546,68969,69741,145272.61424064636
1.0227611683454558,44575,43583,138131.91103935242
1.033615569316315,15826,16358,110102.15067863464
1.0560641812175555,10595,11189,133439.35894966125
1.023705370162063,24003,24572,105733.74962806702
1.0233448431166492,13633,13322,73851.91679000854
1.0192412746585735,32950,33584,137168.77031326294
11.0,22,2,156821.45714759827
1.0153916638486795,91673,93084,103358.76703262329
12.367088607594937,977,79,69351.99975967407
5.205882352941177,708,136,58245.882987976074
9.025210084033613,1074,119,53534.42716598511
4.157894736842105,158,38,134888.79132270813
1.5,88,132,105081.77828788757
3.0,15,5,149950.8192539215
20.00990099009901,2021,101,99732.60831832886
1.0219655172413793,29000,29637,134150.83765983582
1.0572642062097246,6828,7219,106691.3230419159
9.768292682926829,801,82,73030.17210960388
1.0963855421686748,1245,1365,56886.592388153076
1.1613247863247864,936,1087,157145.37119865417
3.2596153846153846,339,104,101024.04546737671
1.0175329679739682,93424,95062,132236.68313026428
15.875,508,32,105922.12653160095
1.2198325970704487,20986,17204,73597.20420837402
3.990521327014218,842,211,147634.8512172699
1.0449484749624567,38622,40358,107406.15057945251
13.721311475409836,837,61,135632.98416137695
1.0052607846084474,6653,6688,111186.21897697449
1.103448275862069,638,704,139321.95258140564
1.0108843537414967,69825,70585,108340.9435749054
4.5588235294117645,155,34,67280.11751174927
1.2303523035230353,738,908,55064.993381500244
1.031763417305586,913,942,53826.523542404175
8.363636363636363,92,11,145849.3299484253
1.1255872220482306,3594,3193,107205.68513870239
1.0277640873993756,48696,50048,69393.73683929443
1.0310781235131792,52545,54178,151056.07867240906
10.26388888888889,739,72,106692.9030418396
1.0405380333951761,21560,22434,67184.62896347046
1.128440366972477,327,369,152205.27982711792
4.333333333333333,637,147,104922.32608795166
6.013698630136986,878,146,149035.10451316833
6.917808219178082,1010,146,110823.1430053711
1.0170206819452208,35780,36389,136255.8822631836
7.385321100917431,805,109,107023.0462551117
5.532374100719425,769,139,71680.4473400116
14.4375,231,16,131404.43205833435
1.5016538037486218,907,1362,135409.2960357666
4.333333333333333,117,27,103192.20399856567
6.841666666666667,821,120,71547.36185073853
4.1479591836734695,813,196,147555.30285835266
1.0046389287422286,41820,42014,127803.90644073486
2.7518248175182483,377,137,137322.63040542603
6.785714285714286,95,14,105410.39729118347
